City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,sao vicente,-23.9631,-46.3919,24.97,26,100,2.24,BR,1735512125
367,tura,25.5198,90.2201,14.97,56,0,1.3,IN,1735512126
368,buarcos,40.166,-8.8768,9.19,82,5,2.44,PT,1735512127
369,new norfolk,-42.7826,147.0587,21.07,50,64,1.58,AU,1735512129
370,strelka,58.0728,93.0344,-9.69,94,100,2.85,RU,1735512130
371,golbasi,37.7836,37.6367,4.72,97,100,2.17,TR,1735512131
372,tenno,39.9,139.9667,3.82,56,100,7.66,JP,1735512132
373,afaahiti,-17.75,-149.2833,26.56,72,90,2.9,PF,1735512134
374,andkhoy,36.9529,65.1238,7.2,51,20,1.83,AF,1735512135
375,chokwe,-24.5333,32.9833,23.73,89,4,2.11,MZ,1735512136
376,tamanrasset,22.785,5.5228,11.95,17,0,4.63,DZ,1735512137
377,makokou,0.5738,12.8642,23.64,75,62,0.98,GA,1735512139
378,alofi,-19.0595,-169.9187,28.94,65,20,4.12,NU,1735512140
379,nuuk,64.1835,-51.7216,-6.66,45,0,7.72,GL,1735512141
380,cibitoke,-2.8833,29.25,16.28,73,62,2.03,BI,1735512143
381,sao raimundo das mangabeiras,-7.0219,-45.4811,26.46,65,60,1.69,BR,1735512144
382,thane,19.2,72.9667,24.95,53,0,0.0,IN,1735512145
383,igarka,67.4667,86.5833,-14.57,96,100,3.89,RU,1735512146
384,hobyo,5.3505,48.5268,24.73,76,43,8.04,SO,1735512148
385,san juan de uraba,8.7592,-76.5297,25.9,88,99,2.17,CO,1735512149
386,hanceville,34.0607,-86.7675,14.95,87,69,1.77,US,1735512150
387,remire-montjoly,4.9167,-52.2667,26.02,94,100,1.03,GF,1735512151
388,bubaque,11.2833,-15.8333,26.26,75,0,2.92,GW,1735512153
389,lebu,-37.6167,-73.65,15.15,80,64,5.59,CL,1735512154
390,timra,62.487,17.3257,-5.18,100,75,1.03,SE,1735512155
391,tashtyp,52.7939,89.8983,-9.13,89,100,1.94,RU,1735512157
392,alesund,62.4723,6.1549,4.86,75,75,8.23,NO,1735512158
393,ypsilanti,42.2412,-83.613,7.24,93,100,6.69,US,1735511889
394,preobrazheniye,42.9019,133.9064,-7.74,51,100,1.68,RU,1735512160
395,east london,-33.0153,27.9116,23.73,93,86,5.57,ZA,1735512162
396,wacheng,33.7833,114.5167,2.1,35,94,3.96,CN,1735512163
397,rovaniemi,66.5,25.7167,-2.33,80,100,6.69,FI,1735512164
398,bairnsdale,-37.8333,147.6167,22.81,58,27,1.34,AU,1735512166
399,geraldton,-28.7667,114.6,22.23,68,75,6.17,AU,1735511895
400,kunyang,27.6658,120.5658,8.85,61,91,1.59,CN,1735512168
401,elkins,38.9259,-79.8467,17.38,71,75,9.39,US,1735512169
402,tsiombe,-25.3,45.4833,24.54,81,0,3.03,MG,1735512171
403,mili,6.0815,171.735,27.85,74,97,7.97,MH,1735512172
404,waldsassen,50.005,12.3028,-1.28,94,22,1.69,DE,1735512173
405,bouna,9.2667,-3.0,23.84,14,17,2.21,CI,1735512175
406,farah,32.5,62.5,6.95,20,13,1.02,AF,1735512176
407,balabac,7.9868,117.0645,25.87,87,100,1.81,PH,1735512177
408,ust-nera,64.5667,143.2,-35.81,100,100,0.82,RU,1735512179
409,kingston,17.997,-76.7936,26.53,83,75,5.14,JM,1735512180
410,guajara mirim,-10.7828,-65.3394,22.77,98,100,1.25,BR,1735512181
411,zaozersk,69.4005,32.4476,0.38,89,100,8.92,RU,1735512182
412,sodankyla,67.4167,26.6,-4.76,84,53,6.3,FI,1735512184
413,yamethin,20.4333,96.15,18.21,74,0,0.78,MM,1735512185
414,agnibilekrou,7.1344,-3.2047,22.26,64,14,1.69,CI,1735512186
415,fort mcmurray,56.7268,-111.381,-7.23,79,100,3.09,CA,1735512187
416,sarangani,5.4033,125.4636,27.83,78,86,4.79,PH,1735512189
417,recreo,-29.2818,-65.061,33.22,24,0,8.2,AR,1735512190
418,belle fourche,44.6714,-103.8522,7.83,38,100,5.45,US,1735512191
419,vernon,50.2581,-119.2691,2.74,88,100,0.51,CA,1735512193
420,vila velha,-20.3297,-40.2925,24.41,92,75,5.66,BR,1735512194
421,leh,34.1667,77.5833,-19.47,79,34,2.17,IN,1735512197
422,esquel,-42.9,-71.3167,23.79,30,69,3.17,AR,1735512198
423,federal,-30.9547,-58.7833,25.91,40,0,2.77,AR,1735512199
424,kadnikov,59.5022,40.338,0.99,97,100,5.7,RU,1735512201
425,bafq,31.6128,55.4107,9.16,45,5,0.79,IR,1735512202
426,tauranga,-37.6861,176.1667,24.73,66,8,3.13,NZ,1735512066
427,greenwood,34.1668,-82.1165,16.56,42,75,4.12,US,1735512204
428,yumbe,3.4651,31.2469,21.31,35,59,1.24,UG,1735512206
429,luang namtha,20.9497,101.4011,13.83,95,4,0.29,LA,1735512207
430,urangan,-25.3,152.9,26.17,68,99,2.19,AU,1735512208
431,yazman,29.1212,71.7446,12.68,45,0,2.46,PK,1735512209
432,pathein,16.7833,94.7333,22.53,80,1,2.66,MM,1735512211
433,lazaro cardenas,17.9583,-102.2,26.49,58,0,3.23,MX,1735512212
434,cape canaveral,28.4058,-80.6048,19.48,92,100,8.75,US,1735512213
435,hadibu,12.65,54.0333,22.74,69,62,4.95,YE,1735512215
436,darwin,-12.4611,130.8418,29.41,88,75,2.24,AU,1735512216
437,loukhi,66.0764,33.0381,-1.12,78,100,6.59,RU,1735512217
438,kapit,2.0167,112.9333,23.11,100,86,0.3,MY,1735512218
439,al kharijah,25.4514,30.5464,11.66,45,64,3.38,EG,1735512220
440,namibe,-15.1961,12.1522,23.91,66,97,2.14,AO,1735512221
441,creston,41.0586,-94.3614,3.98,100,100,5.66,US,1735512222
442,tidjikja,18.5564,-11.4271,21.78,23,18,5.32,MR,1735512224
443,chunskiy,56.0815,99.6342,-5.92,85,100,4.18,RU,1735512225
444,psygansu,43.4194,43.7936,-1.25,100,100,1.0,RU,1735512226
445,tazovsky,67.4667,78.7,-20.43,100,98,3.22,RU,1735512227
446,canutama,-6.5339,-64.3831,23.66,95,100,0.63,BR,1735512230
447,brockville,44.5834,-75.6826,2.08,92,100,4.9,CA,1735512188
448,sao tome,0.3365,6.7273,26.84,81,100,3.31,ST,1735512233
449,holualoa,19.6228,-155.9522,26.42,63,20,5.14,US,1735512234
450,tazacorte,28.629,-17.9293,17.54,75,75,4.02,ES,1735512237
451,bee cave,30.3085,-97.945,24.22,38,0,2.57,US,1735512238
452,sydney mines,46.2367,-60.2177,1.54,92,100,2.06,CA,1735512239
453,quesnel,52.9999,-122.5029,0.28,86,100,2.06,CA,1735511960
454,burang,30.25,81.1667,-21.17,86,11,1.73,CN,1735512242
455,sinabang,2.4803,96.3801,25.39,86,99,0.91,ID,1735512243
456,moses lake,47.1301,-119.2781,5.2,93,100,2.06,US,1735512170
457,saint-joseph,-21.3667,55.6167,25.21,82,86,2.04,RE,1735512246
458,manda,-10.4667,34.5833,24.0,84,100,3.91,TZ,1735512247
459,la passe,45.5549,-0.8967,5.42,90,10,3.29,FR,1735512248
460,lata,40.1629,-8.3327,4.7,83,5,1.56,PT,1735512249
461,krasnokamensk,50.0979,118.0369,-17.92,98,99,1.95,RU,1735512251
462,tchaourou,8.8865,2.5975,25.68,20,23,1.79,BJ,1735512252
463,pont rouge,48.8833,-72.0825,0.63,100,100,2.53,CA,1735512253
464,greater sudbury,46.49,-80.99,2.81,97,100,3.13,CA,1735512051
465,sicuani,-14.2694,-71.2261,14.51,56,97,2.61,PE,1735512257
466,toliara,-23.35,43.6667,25.55,83,13,1.31,MG,1735512258
467,blenheim,-41.516,173.9528,21.4,75,82,3.58,NZ,1735512260
468,ventnor,50.5948,-1.2037,8.59,92,74,0.45,GB,1735512261
469,beccles,52.4535,1.564,7.15,95,35,4.86,GB,1735512262
470,nantucket,41.2835,-70.0995,9.52,93,0,4.63,US,1735512263
471,ca mau,9.1769,105.15,22.28,94,83,1.26,VN,1735512265
472,songjianghe,42.1859,127.479,-9.98,85,81,3.06,CN,1735512266
473,machico,32.7,-16.7667,18.17,79,75,3.6,PT,1735512267
474,kisangani,0.5167,25.2,22.32,69,13,0.44,CD,1735512269
475,palencia,42.4167,-4.5,1.65,74,0,1.61,ES,1735512270
476,cabaritan east,18.4206,121.4897,24.01,90,99,7.06,PH,1735512271
477,harstad,68.799,16.5293,0.09,88,88,11.59,NO,1735512272
478,karaton,-6.3424,106.1045,23.22,91,100,1.73,ID,1735512274
479,bitola,41.0311,21.3403,0.0,86,8,0.76,MK,1735512275
480,san patricio,28.017,-97.5169,26.97,32,0,0.9,US,1735512276
481,vadso,70.0744,29.7487,1.09,86,75,7.72,NO,1735512278
482,lepsy,46.235,78.9456,-6.76,82,100,1.78,KZ,1735512279
483,selfoss,63.9331,-20.9971,-11.09,80,34,3.93,IS,1735512280
484,karasu,41.071,30.7854,8.36,87,99,5.8,TR,1735512281
485,pontianak,-0.0333,109.3333,23.99,100,40,1.03,ID,1735512283
486,songjiang,31.036,121.2146,0.98,66,0,2.25,CN,1735512284
487,malvan,16.0667,73.4667,23.92,61,0,2.68,IN,1735512285
488,cidreira,-30.1811,-50.2056,21.17,84,22,4.62,BR,1735512286
489,lincoln,40.8,-96.667,12.95,41,0,3.09,US,1735512288
490,achacachi,-16.05,-68.6833,9.85,74,84,5.12,BO,1735512289
491,kimbe,-5.5502,150.1429,28.24,80,61,1.13,PG,1735512290
492,khandyga,62.6667,135.6,-48.09,100,55,0.7,RU,1735512291
493,hwange,-18.3693,26.5019,22.15,90,100,0.36,ZW,1735512293
494,ambanja,-13.6833,48.45,23.04,91,99,1.67,MG,1735512294
495,kirs,59.3388,52.2447,-5.32,93,100,4.23,RU,1735512297
496,luancheng,37.8792,114.6517,2.31,27,76,2.65,CN,1735512298
497,pisco,-13.7,-76.2167,22.03,73,0,10.29,PE,1735512299
498,nizhneangarsk,55.7833,109.55,-13.64,77,70,2.3,RU,1735512300
499,kaitong,44.8135,123.15,-14.58,96,18,3.2,CN,1735512302
500,ulanhot,46.0833,122.0833,-13.95,87,40,2.17,CN,1735512303
501,klimavichy,53.6135,31.9385,0.55,95,100,4.06,BY,1735512304
502,mamuju,-2.6748,118.8885,26.15,77,83,2.2,ID,1735512305
503,caleta de carquin,-11.0925,-77.6267,21.72,81,100,4.68,PE,1735512307
504,milagros,12.2181,123.5095,25.71,90,100,5.04,PH,1735512308
505,puerto deseado,-47.7503,-65.8938,14.57,77,10,11.73,AR,1735512309
506,tynda,55.1667,124.7167,-33.09,100,91,0.72,RU,1735512311
507,ola,59.5833,151.2833,-21.42,96,100,5.32,RU,1735512312
508,homer,59.6425,-151.5483,-3.06,80,0,2.06,US,1735512313
509,campbell river,50.0163,-125.2446,5.33,100,100,1.03,CA,1735512043
510,bestobe,52.4994,73.0975,-14.33,96,48,2.91,KZ,1735512316
511,machina,13.1364,10.0492,18.97,17,83,4.66,NG,1735512317
512,romanovo,52.6182,81.2271,-9.2,95,98,4.27,RU,1735512318
513,mar del plata,-38.0023,-57.5575,18.94,76,0,5.14,AR,1735512321
514,jasidih,24.5167,86.65,15.71,78,0,2.75,IN,1735512322
515,ampara,7.2833,81.6667,22.73,95,91,1.87,LK,1735512323
516,al jawf,29.5,38.75,8.51,33,61,0.78,SA,1735512325
517,masina,-4.3836,15.3914,23.65,92,80,1.16,CD,1735512326
518,ashburton,-37.8626,145.0794,23.2,66,22,0.45,AU,1735512327
519,mikun',62.3547,50.0771,-4.48,95,100,5.3,RU,1735512329
520,nikolayevsk-on-amure,53.1406,140.73,-30.13,98,54,1.74,RU,1735512330
521,greymouth,-42.4667,171.2,17.53,82,89,4.52,NZ,1735512331
522,tadine,-21.55,167.8833,26.33,50,23,3.19,NC,1735512332
523,mabaruma,8.2,-59.7833,23.75,88,75,1.23,GY,1735512335
524,ghormach,35.7306,63.7826,8.22,36,51,1.73,AF,1735512336
525,howrah,22.5892,88.3103,18.0,82,0,3.09,IN,1735512338
526,buzdyak,54.5833,54.55,-5.84,95,100,1.64,RU,1735512339
527,nhamunda,-2.1861,-56.7131,24.16,97,99,1.2,BR,1735512340
528,atherton,53.5237,-2.4935,9.58,84,100,1.79,GB,1735512341
529,yen vinh,18.6667,105.6667,14.03,84,32,1.69,VN,1735512343
530,chiang kham,19.5233,100.3,16.05,83,0,0.54,TH,1735512344
531,mossel bay,-34.1831,22.146,21.96,89,98,3.81,ZA,1735512345
532,sovetskaya gavan',48.9723,140.2878,-21.49,86,0,2.64,RU,1735512347
533,la sarre,48.8002,-79.1996,0.63,100,100,1.88,CA,1735512348
534,fisterra,42.9049,-9.2629,13.34,70,100,3.14,ES,1735512349
535,frolovo,49.7713,43.6622,-6.67,96,86,1.69,RU,1735512350
536,bowen,-20.0167,148.2333,27.24,67,99,2.88,AU,1735512352
537,ha tinh,18.3333,105.9,15.73,81,82,1.48,VN,1735512353
538,leava,-14.3,-178.1667,28.55,72,59,2.75,WF,1735512354
539,sisimiut,66.9395,-53.6735,-14.44,65,0,4.88,GL,1735512355
540,ceeldheer,3.8488,47.1806,24.1,82,23,8.0,SO,1735512357
541,yuanping,38.7153,112.7575,-5.24,47,74,1.96,CN,1735512358
542,chajari,-30.7505,-57.9796,25.13,43,0,1.67,AR,1735512359
543,vorkuta,67.5,64.0,-12.01,96,98,4.57,RU,1735512361
544,kholmsk,47.0511,142.0569,-8.93,77,99,2.79,RU,1735512362
545,taulaga,-11.0553,-171.0883,28.46,69,51,2.64,AS,1735512363
546,kataba,8.4604,-0.7732,29.45,19,6,1.09,GH,1735512364
547,turuntayevo,52.2,107.6167,-17.64,98,79,0.47,RU,1735512366
548,decize,46.8285,3.4619,-0.88,97,20,0.58,FR,1735512367
549,snina,48.9886,22.151,-1.47,99,98,0.98,SK,1735512368
550,sofifi,0.7349,127.576,27.48,81,63,1.05,ID,1735512369
551,bhadra,29.1167,75.1667,12.55,60,0,3.35,IN,1735512371
552,ravar,31.2656,56.8055,9.8,35,40,1.3,IR,1735512372
553,panama city beach,30.1766,-85.8055,21.7,77,1,1.79,US,1735512373
554,noumea,-22.2763,166.4572,28.33,99,8,5.28,NC,1735512375
555,shingu,33.7333,135.9833,3.67,71,92,2.65,JP,1735512376
556,puerto carreno,6.189,-67.4859,32.99,49,20,1.54,CO,1735512377
557,odense,55.3959,10.3883,7.36,85,100,10.05,DK,1735512378
558,kapa'a,22.0752,-159.319,23.6,84,43,2.24,US,1735512380
559,ust'-kut,56.7938,105.7672,-8.19,96,100,2.69,RU,1735512381
560,illizi,26.4833,8.4667,12.01,30,25,5.5,DZ,1735512382
561,saldanha,-33.0117,17.9442,16.03,87,20,3.45,ZA,1735512383
562,sarkand,45.41,79.9186,-1.07,70,100,2.8,KZ,1735512385
563,uttar char fasson,22.2332,90.7132,19.39,62,0,4.47,BD,1735512386
564,arcachon,44.5875,-1.0519,4.03,100,100,4.12,FR,1735512387
565,severobaykal'sk,55.65,109.3167,-12.92,78,69,2.69,RU,1735512390
566,tres lagoas,-20.7511,-51.6783,27.2,40,0,1.76,BR,1735512094
567,razole,16.4833,81.8333,19.46,97,2,1.13,IN,1735512392
568,mil'kovo,55.6078,37.7956,0.91,69,100,4.78,RU,1735512394
569,saint-paul,-21.0096,55.2707,25.86,93,93,2.38,RE,1735512395
570,abepura,-2.6333,140.5833,26.45,89,20,2.06,ID,1735512396
571,kabinda,-6.1333,24.4833,19.95,90,31,0.35,CD,1735512398
572,ancud,-41.8697,-73.8203,13.83,73,100,4.26,CL,1735512399
573,nchelenge,-9.3451,28.734,22.55,82,54,2.26,ZM,1735512400
574,bedesa,8.9,40.7833,13.82,50,4,2.41,ET,1735512401
575,chyhyryn,49.0838,32.6555,0.72,82,91,3.55,UA,1735512403
